ex	transcript_id	E	stop_cod	gr_50bp	TE	transcript_id_te	source	pAread	atlas_exp	gene_name	db_xref.nmd	max_TPM.nmd	sample_count.nmd	db_xref.ate	sample_count.ate	max_TPM.ate	I1	I2
chr3_57925845_57925934_+	CHS.37489.93	chr3_57923023_57927296_+	57925928	FALSE	57926108	NA	atlas	0	0.0011	SLMAP	RefSeq:NM_001377921.1	2.3	5	NA	NA	NA	chr3_57923023_57925845_+	chr3_57925934_57927296_+
chr3_59886220_59886287_-	CHS.37523.2	chr3_59752321_59922346_-	59886231	FALSE	59788883	NA	pAread	699	0	FHIT	RefSeq:NR_135491.2,GENCODE:ENST00000466788.1	0.6	8	NA	NA	NA	chr3_59752321_59886220_-	chr3_59886287_59922346_-
chr3_59886220_59886287_-	CHS.37523.2	chr3_59752321_59922346_-	59886231	FALSE	59819453	NA	pAread	81	0	FHIT	RefSeq:NR_135491.2,GENCODE:ENST00000466788.1	0.6	8	NA	NA	NA	chr3_59752321_59886220_-	chr3_59886287_59922346_-
chr3_59886220_59886287_-	CHS.37523.2	chr3_59752321_59922346_-	59886231	FALSE	59857707	NA	pAread	96	0	FHIT	RefSeq:NR_135491.2,GENCODE:ENST00000466788.1	0.6	8	NA	NA	NA	chr3_59752321_59886220_-	chr3_59886287_59922346_-
chr3_59886220_59886287_-	CHS.37523.2	chr3_59752321_59922346_-	59886231	FALSE	59868034	NA	pAread	81	0	FHIT	RefSeq:NR_135491.2,GENCODE:ENST00000466788.1	0.6	8	NA	NA	NA	chr3_59752321_59886220_-	chr3_59886287_59922346_-
chr3_59886220_59886287_-	CHS.37523.2	chr3_59752321_59922346_-	59886231	FALSE	59869486	NA	pAread	31	0	FHIT	RefSeq:NR_135491.2,GENCODE:ENST00000466788.1	0.6	8	NA	NA	NA	chr3_59752321_59886220_-	chr3_59886287_59922346_-
chr3_59886220_59886287_-	CHS.37523.2	chr3_59752321_59922346_-	59886231	FALSE	59880816	NA	atlas	0	0.0098	FHIT	RefSeq:NR_135491.2,GENCODE:ENST00000466788.1	0.6	8	NA	NA	NA	chr3_59752321_59886220_-	chr3_59886287_59922346_-
chr3_63610474_63610553_+	CHS.37546.15	chr3_63609316_63615224_+	63610542	FALSE	63612900	CHS.37546.5	TE	0	0	SYNPR	GENCODE:ENST00000479198.5	120	8	RefSeq:XM_017005732.3	2	0.8	chr3_63609316_63610474_+	chr3_63610553_63615224_+
chr3_66304453_66304537_+	CHS.37583.23	chr3_66263379_66346364_+	66304464	TRUE	66304882	NA	atlas	0	0.0077	SLC25A26	RefSeq:NR_174576.1	7	2009	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.23	chr3_66263379_66346364_+	66304464	TRUE	66320095	NA	atlas	0	4e-04	SLC25A26	RefSeq:NR_174576.1	7	2009	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.23	chr3_66263379_66346364_+	66304464	TRUE	66320470	NA	atlas	0	0.0124	SLC25A26	RefSeq:NR_174576.1	7	2009	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.23	chr3_66263379_66346364_+	66304464	TRUE	66321713	NA	atlas	0	0.0063	SLC25A26	RefSeq:NR_174576.1	7	2009	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.23	chr3_66263379_66346364_+	66304464	TRUE	66327278	NA	atlas	0	0.0034	SLC25A26	RefSeq:NR_174576.1	7	2009	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.23	chr3_66263379_66346364_+	66304464	TRUE	66328244	NA	atlas	0	0.0042	SLC25A26	RefSeq:NR_174576.1	7	2009	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.32	chr3_66263379_66346364_+	66304464	TRUE	66304882	NA	atlas	0	0.0077	SLC25A26	RefSeq:NR_174578.1	2.6	4	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.32	chr3_66263379_66346364_+	66304464	TRUE	66320095	NA	atlas	0	4e-04	SLC25A26	RefSeq:NR_174578.1	2.6	4	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.32	chr3_66263379_66346364_+	66304464	TRUE	66320470	NA	atlas	0	0.0124	SLC25A26	RefSeq:NR_174578.1	2.6	4	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.32	chr3_66263379_66346364_+	66304464	TRUE	66321713	NA	atlas	0	0.0063	SLC25A26	RefSeq:NR_174578.1	2.6	4	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.32	chr3_66263379_66346364_+	66304464	TRUE	66327278	NA	atlas	0	0.0034	SLC25A26	RefSeq:NR_174578.1	2.6	4	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.32	chr3_66263379_66346364_+	66304464	TRUE	66328244	NA	atlas	0	0.0042	SLC25A26	RefSeq:NR_174578.1	2.6	4	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.4	chr3_66263379_66346364_+	66304464	TRUE	66304882	NA	atlas	0	0.0077	SLC25A26	RefSeq:NR_028475.1	6	38	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.4	chr3_66263379_66346364_+	66304464	TRUE	66320095	NA	atlas	0	4e-04	SLC25A26	RefSeq:NR_028475.1	6	38	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.4	chr3_66263379_66346364_+	66304464	TRUE	66320470	NA	atlas	0	0.0124	SLC25A26	RefSeq:NR_028475.1	6	38	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.4	chr3_66263379_66346364_+	66304464	TRUE	66321713	NA	atlas	0	0.0063	SLC25A26	RefSeq:NR_028475.1	6	38	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.4	chr3_66263379_66346364_+	66304464	TRUE	66327278	NA	atlas	0	0.0034	SLC25A26	RefSeq:NR_028475.1	6	38	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_66304453_66304537_+	CHS.37583.4	chr3_66263379_66346364_+	66304464	TRUE	66328244	NA	atlas	0	0.0042	SLC25A26	RefSeq:NR_028475.1	6	38	NA	NA	NA	chr3_66263379_66304453_+	chr3_66304537_66346364_+
chr3_67408865_67409034_-	CHS.37594.11	chr3_67400851_67495798_-	67408957	TRUE	67406180	NA	atlas	0	0.0031	SUCLG2	NA	10	782	NA	NA	NA	chr3_67400851_67408865_-	chr3_67409034_67495798_-
chr3_67408865_67409034_-	CHS.37594.11	chr3_67400851_67495798_-	67408957	TRUE	67406792	NA	pAread	40	0	SUCLG2	NA	10	782	NA	NA	NA	chr3_67400851_67408865_-	chr3_67409034_67495798_-
chr3_67408865_67409034_-	CHS.37594.11	chr3_67400851_67495798_-	67408957	TRUE	67407136	NA	pAread	16	0	SUCLG2	NA	10	782	NA	NA	NA	chr3_67400851_67408865_-	chr3_67409034_67495798_-
chr3_67408865_67409034_-	CHS.37594.11	chr3_67400851_67495798_-	67408957	TRUE	67408722	NA	atlas	0	0.0175	SUCLG2	NA	10	782	NA	NA	NA	chr3_67400851_67408865_-	chr3_67409034_67495798_-
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174879725	NA	atlas	0	0.031	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174882343	NA	atlas,pAread	23	0.0307	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174910436	NA	atlas	0	0.0053	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174924421	NA	pAread	32	0	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174925041	NA	atlas	0	0.1058	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174926159	NA	atlas	0	0.0015	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174944301	NA	pAread	18	0	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174944309	NA	atlas	0	0.0054	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174948553	NA	pAread	33	0	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174951662	NA	atlas	0	0.0531	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr1_174877392_174877605_+	CHS.3775.7	chr1_174811960_174957457_+	174877424	TRUE	174953056	NA	pAread	52	0	RABGAP1L	RefSeq:NR_158982.1	20	125	NA	NA	NA	chr1_174811960_174877392_+	chr1_174877605_174957457_+
chr3_97081540_97081575_+	CHS.37779.40	chr3_96987993_97099583_+	97081544	FALSE	97082743	NA	pAread	11	0	EPHA6	NA	2.7	15	NA	NA	NA	chr3_96987993_97081540_+	chr3_97081575_97099583_+
chr3_97081540_97081575_+	CHS.37779.40	chr3_96987993_97099583_+	97081544	FALSE	97083013	NA	atlas	0	4e-04	EPHA6	NA	2.7	15	NA	NA	NA	chr3_96987993_97081540_+	chr3_97081575_97099583_+
chr3_97081540_97081575_+	CHS.37779.40	chr3_96987993_97099583_+	97081544	FALSE	97088820	NA	atlas,pAread	58	0.0068	EPHA6	NA	2.7	15	NA	NA	NA	chr3_96987993_97081540_+	chr3_97081575_97099583_+
chr3_97081540_97081575_+	CHS.37779.40	chr3_96987993_97099583_+	97081544	FALSE	97092070	NA	pAread	13	0	EPHA6	NA	2.7	15	NA	NA	NA	chr3_96987993_97081540_+	chr3_97081575_97099583_+
chr3_97081540_97081575_+	CHS.37779.40	chr3_96987993_97099583_+	97081544	FALSE	97092116	NA	pAread	1134	0	EPHA6	NA	2.7	15	NA	NA	NA	chr3_96987993_97081540_+	chr3_97081575_97099583_+
chr3_97793187_97793402_+	CHS.37783.5	chr3_97791826_97798024_+	97793260	TRUE	97794142	NA	atlas	0	0.0019	ARL6	RefSeq:XR_924189.4	1.7	4	NA	NA	NA	chr3_97791826_97793187_+	chr3_97793402_97798024_+
chr3_100570609_100571319_+	CHS.37843.4	chr3_100568967_100576925_+	100570759	TRUE	100570896	NA	atlas,pAread	702	0.6069	TMEM45A	NA	40	1615	NA	NA	NA	chr3_100568967_100570609_+	chr3_100571319_100576925_+
chr3_105675760_105675877_-	CHS.37902.11	chr3_105670352_105678431_-	105675798	FALSE	105673069	NA	pAread	12	0	CBLB	RefSeq:NR_135812.1	NA	NA	NA	NA	NA	chr3_105670352_105675760_-	chr3_105675877_105678431_-
chr3_108054253_108054348_-	CHS.37937.14	chr3_108051970_108057477_-	108054329	TRUE	108052913	NA	pAread	12	0	CD47	NA	2.0	3	NA	NA	NA	chr3_108051970_108054253_-	chr3_108054348_108057477_-
chr3_108054253_108054348_-	CHS.37937.14	chr3_108051970_108057477_-	108054329	TRUE	108052956	NA	pAread	11	0	CD47	NA	2.0	3	NA	NA	NA	chr3_108051970_108054253_-	chr3_108054348_108057477_-
chr3_108054253_108054348_-	CHS.37937.14	chr3_108051970_108057477_-	108054329	TRUE	108053886	NA	pAread	93	0	CD47	NA	2.0	3	NA	NA	NA	chr3_108051970_108054253_-	chr3_108054348_108057477_-
chr3_108054253_108054348_-	CHS.37937.14	chr3_108051970_108057477_-	108054329	TRUE	108054070	NA	atlas	0	0.0142	CD47	NA	2.0	3	NA	NA	NA	chr3_108051970_108054253_-	chr3_108054348_108057477_-
chr3_108055520_108055566_-	CHS.37937.19	chr3_108051970_108057477_-	108055538	FALSE	108052913	NA	pAread	12	0	CD47	NA	15	105	NA	NA	NA	chr3_108051970_108055520_-	chr3_108055566_108057477_-
chr3_108055520_108055566_-	CHS.37937.19	chr3_108051970_108057477_-	108055538	FALSE	108052956	NA	pAread	11	0	CD47	NA	15	105	NA	NA	NA	chr3_108051970_108055520_-	chr3_108055566_108057477_-
chr3_108055520_108055566_-	CHS.37937.19	chr3_108051970_108057477_-	108055538	FALSE	108053886	NA	pAread	93	0	CD47	NA	15	105	NA	NA	NA	chr3_108051970_108055520_-	chr3_108055566_108057477_-
chr3_108055520_108055566_-	CHS.37937.19	chr3_108051970_108057477_-	108055538	FALSE	108054070	NA	atlas	0	0.0142	CD47	NA	15	105	NA	NA	NA	chr3_108051970_108055520_-	chr3_108055566_108057477_-
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111732704	NA	pAread	38	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111733014	NA	pAread	20	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111739613	NA	pAread	11	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111739969	NA	pAread	26	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111740941	NA	pAread	17	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111751150	NA	atlas	0	0.0018	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111761220	NA	atlas	0	0.1005	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111778451	NA	atlas,pAread	6500	4.5051	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111780570	NA	pAread	55	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111798713	NA	pAread	68	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111807777	NA	atlas	0	0.0068	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111814644	NA	atlas	0	0.0029	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111815186	NA	atlas	0	0.0028	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111825971	NA	pAread	37	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_111732619_111732703_+	CHS.37976.2	chr3_111714128_111845821_+	111732670	FALSE	111845404	NA	pAread	15	0	PLCXD2	RefSeq:NM_001185106.1,GENCODE:ENST00000477665.2	1.9	145	NA	NA	NA	chr3_111714128_111732619_+	chr3_111732703_111845821_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121296847	NA	atlas	0	0.0013	STXBP5L	NA	7	23	NA	NA	NA	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121296978	NA	atlas	0	0.0081	STXBP5L	NA	7	23	NA	NA	NA	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121297822	NA	atlas	0	0.0053	STXBP5L	NA	7	23	NA	NA	NA	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121297887	NA	atlas,pAread	26	0.0192	STXBP5L	NA	7	23	NA	NA	NA	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121300007	NA	pAread	11	0	STXBP5L	NA	7	23	NA	NA	NA	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121304057	NA	pAread	12	0	STXBP5L	NA	7	23	NA	NA	NA	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121307789	CHS.38140.27	TE	0	0	STXBP5L	NA	7	23	NA	88	13	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr3_121294724_121296614_+	CHS.38140.33	chr3_121282337_121318475_+	121294854	TRUE	121318321	NA	pAread	13	0	STXBP5L	NA	7	23	NA	NA	NA	chr3_121282337_121294724_+	chr3_121296614_121318475_+
chr1_11293467_11293626_+	CHS.383.2	chr1_11285732_11294873_+	11293529	TRUE	11294103	NA	atlas	0	0.0025	UBIAD1	NA	4.3	96	NA	NA	NA	chr1_11285732_11293467_+	chr1_11293626_11294873_+
chr3_128811146_128811257_+	CHS.38310.15	chr3_128807671_128813327_+	128811253	FALSE	128811866	NA	pAread	187	0	RAB7A	GENCODE:ENST00000676425.1	4.4	3	NA	NA	NA	chr3_128807671_128811146_+	chr3_128811257_128813327_+
chr3_130477037_130477139_+	CHS.38367.1	chr3_130471926_130484035_+	130477065	TRUE	130477335	NA	atlas	0	0.0096	COL6A5	RefSeq:NR_022012.3,GENCODE:ENST00000312481.11	10	176	NA	NA	NA	chr3_130471926_130477037_+	chr3_130477139_130484035_+
chr3_131016990_131017049_-	CHS.38375.4	chr3_131016339_131018506_-	131017000	FALSE	131016348	NA	atlas	0	0.0052	ASTE1	RefSeq:NR_110229.2,GENCODE:ENST00000507978.5	13	7402	NA	NA	NA	chr3_131016339_131016990_-	chr3_131017049_131018506_-
chr3_138476818_138476891_+	CHS.38479.3	chr3_138476492_138477774_+	138476854	FALSE	138476886	NA	atlas,pAread	188	0.0172	ESYT3	RefSeq:NM_001322831.2	12	125	NA	NA	NA	chr3_138476492_138476818_+	chr3_138476891_138477774_+
chr3_138476818_138476891_+	CHS.38479.3	chr3_138476492_138477774_+	138476854	FALSE	138476957	NA	atlas	0	4e-04	ESYT3	RefSeq:NM_001322831.2	12	125	NA	NA	NA	chr3_138476492_138476818_+	chr3_138476891_138477774_+
chr3_138476818_138476891_+	CHS.38479.3	chr3_138476492_138477774_+	138476854	FALSE	138476976	NA	atlas,pAread	144	0.0818	ESYT3	RefSeq:NM_001322831.2	12	125	NA	NA	NA	chr3_138476492_138476818_+	chr3_138476891_138477774_+
chr3_138476818_138476891_+	CHS.38479.3	chr3_138476492_138477774_+	138476854	FALSE	138477052	CHS.38479.7	atlas,TE	0	0.0012	ESYT3	RefSeq:NM_001322831.2	12	125	GENCODE:ENST00000486831.5	431	25	chr3_138476492_138476818_+	chr3_138476891_138477774_+
chr3_138476818_138476891_+	CHS.38479.3	chr3_138476492_138477774_+	138476854	FALSE	138477754	NA	pAread	196	0	ESYT3	RefSeq:NM_001322831.2	12	125	NA	NA	NA	chr3_138476492_138476818_+	chr3_138476891_138477774_+
chr3_141080290_141080408_+	CHS.38523.3	chr3_141066798_141147142_+	141080297	TRUE	141091387	NA	atlas	0	0.0536	SPSB4	NA	1.2	18	NA	NA	NA	chr3_141066798_141080290_+	chr3_141080408_141147142_+
chr3_141080290_141080408_+	CHS.38523.3	chr3_141066798_141147142_+	141080297	TRUE	141093298	NA	atlas	0	0.048	SPSB4	NA	1.2	18	NA	NA	NA	chr3_141066798_141080290_+	chr3_141080408_141147142_+
chr3_141080290_141080408_+	CHS.38523.3	chr3_141066798_141147142_+	141080297	TRUE	141111450	NA	atlas	0	0.0033	SPSB4	NA	1.2	18	NA	NA	NA	chr3_141066798_141080290_+	chr3_141080408_141147142_+
chr3_141080290_141080408_+	CHS.38523.3	chr3_141066798_141147142_+	141080297	TRUE	141112677	NA	pAread	14	0	SPSB4	NA	1.2	18	NA	NA	NA	chr3_141066798_141080290_+	chr3_141080408_141147142_+
chr3_142184711_142185793_-	CHS.38546.6	chr3_142183049_142185929_-	142185704	TRUE	142184383	NA	atlas,pAread	19	0.0014	GK5	RefSeq:NR_033289.2,GENCODE:ENST00000480757.5	68	8915	NA	NA	NA	chr3_142183049_142184711_-	chr3_142185793_142185929_-
chr3_142184711_142185793_-	CHS.38546.6	chr3_142183049_142185929_-	142185704	TRUE	142185636	NA	atlas,pAread	772	0.0065	GK5	RefSeq:NR_033289.2,GENCODE:ENST00000480757.5	68	8915	NA	NA	NA	chr3_142183049_142184711_-	chr3_142185793_142185929_-
chr3_142796123_142796177_+	CHS.38554.33	chr3_142792967_142802169_+	142796155	FALSE	142797203	NA	pAread	26	0	TRPC1	NA	11	934	NA	NA	NA	chr3_142792967_142796123_+	chr3_142796177_142802169_+
chr3_142796123_142796177_+	CHS.38554.33	chr3_142792967_142802169_+	142796155	FALSE	142802168	NA	atlas	0	0.0011	TRPC1	NA	11	934	NA	NA	NA	chr3_142792967_142796123_+	chr3_142796177_142802169_+
chr3_149750257_149750382_-	CHS.38652.1	chr3_149741718_149750678_-	149750377	TRUE	149742180	NA	atlas,pAread	195	0.0031	COMMD2	GENCODE:ENST00000491617.5	9	1651	NA	NA	NA	chr3_149741718_149750257_-	chr3_149750382_149750678_-
chr3_149750257_149750382_-	CHS.38652.1	chr3_149741718_149750678_-	149750377	TRUE	149744087	NA	atlas,pAread	13	0.0144	COMMD2	GENCODE:ENST00000491617.5	9	1651	NA	NA	NA	chr3_149741718_149750257_-	chr3_149750382_149750678_-
chr3_149750257_149750382_-	CHS.38652.1	chr3_149741718_149750678_-	149750377	TRUE	149748740	NA	pAread	55	0	COMMD2	GENCODE:ENST00000491617.5	9	1651	NA	NA	NA	chr3_149741718_149750257_-	chr3_149750382_149750678_-
chr3_149750257_149750382_-	CHS.38652.1	chr3_149741718_149750678_-	149750377	TRUE	149749010	NA	pAread	85	0	COMMD2	GENCODE:ENST00000491617.5	9	1651	NA	NA	NA	chr3_149741718_149750257_-	chr3_149750382_149750678_-
chr3_149750257_149750382_-	CHS.38652.1	chr3_149741718_149750678_-	149750377	TRUE	149750163	NA	pAread	115	0	COMMD2	GENCODE:ENST00000491617.5	9	1651	NA	NA	NA	chr3_149741718_149750257_-	chr3_149750382_149750678_-
chr3_149913717_149913842_+	CHS.38654.7	chr3_149912083_149921134_+	149913803	FALSE	149915034	NA	atlas	0	0.0514	RNF13	RefSeq:NR_165474.1	2.3	9	NA	NA	NA	chr3_149912083_149913717_+	chr3_149913842_149921134_+
chr3_149913717_149913842_+	CHS.38654.7	chr3_149912083_149921134_+	149913803	FALSE	149916317	NA	atlas	0	7e-04	RNF13	RefSeq:NR_165474.1	2.3	9	NA	NA	NA	chr3_149912083_149913717_+	chr3_149913842_149921134_+
chr3_149913717_149913842_+	CHS.38654.7	chr3_149912083_149921134_+	149913803	FALSE	149916799	NA	atlas	0	4e-04	RNF13	RefSeq:NR_165474.1	2.3	9	NA	NA	NA	chr3_149912083_149913717_+	chr3_149913842_149921134_+
chr3_149913717_149913842_+	CHS.38654.7	chr3_149912083_149921134_+	149913803	FALSE	149919146	NA	atlas	0	8e-04	RNF13	RefSeq:NR_165474.1	2.3	9	NA	NA	NA	chr3_149912083_149913717_+	chr3_149913842_149921134_+
chr3_149913717_149913842_+	CHS.38654.7	chr3_149912083_149921134_+	149913803	FALSE	149919502	NA	atlas	0	0.0025	RNF13	RefSeq:NR_165474.1	2.3	9	NA	NA	NA	chr3_149912083_149913717_+	chr3_149913842_149921134_+
chr3_149913717_149913842_+	CHS.38654.7	chr3_149912083_149921134_+	149913803	FALSE	149919708	NA	atlas,pAread	17	0.0038	RNF13	RefSeq:NR_165474.1	2.3	9	NA	NA	NA	chr3_149912083_149913717_+	chr3_149913842_149921134_+
chr3_158825178_158825301_+	CHS.38807.4	chr3_158824236_158826015_+	158825179	TRUE	158825523	NA	atlas	0	0.0013	MFSD1	RefSeq:NR_110328.3,GENCODE:ENST00000480292.5	24	6928	NA	NA	NA	chr3_158824236_158825178_+	chr3_158825301_158826015_+
